job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
13824,Rails Developer,"HU, BU, Budapest",Engineering,,"Based in San Francisco with a development office in Budapest, Hungary, Secret Sauce Partners enables the world's largest ecommerce companies to provide the best shopping experiences online. Our products are branded and built into ecommerce web sites and are actively used by over 40 million users. We are well funded, fun, dynamic and growing fast. Join us!","As a Rails Developer you are responsible for developing internal applications we use to manage our products and services. Our products, powered by data science, are integrated into the largest online stores in the US and Europe and provide shopping experiences that revolutionize ecommerce. You will be directly responsible for developing and maintaining the tools that enable us to run our services.This is an opportunity for you to directly??impact our 40 million users and to ensure their happiness. You will take pleasure??in lots of hacking and iteration to explore the problem space and polish your code relentlessly to ship high quality products.??If you are??passionate about building awesome products at massive scale, this is your opportunity.??RESPONSIBILITIESFirst and foremost you build products that are awesome and high qualityCollaborate with Product Management and Operations to define and develop internal applications used to run our servicesParticipate in building one of the world's most advanced ecommerce analytics platforms we are building to derive meaning from our users' dataPerform code reviews??Watch as we launch the product you build on our partners' sites adding millions of users at a time","We are looking for smart people who are hungry to tackle massive challenges.??Fluency with web technologies is appreciated -- however we care most about your eye for a good product, smart solutions to tough problems than any specific technology.If the responsibilities are attractive to you and you would like to test your capabilities in a dynamic, unstructured, fast paced environment, we would love to talk to you.TECHNOLOGY STACKWe believe in using the right tool for the right job instead of a particular set of technologies. Experience with our current stack is useful, but not required.Front End: AngularJS (+ tooling: grunt, bower)API: #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659# (express/koa, mongoose), MongoDBAdmin/Back End: Ruby/Rails??(activeadmin, sidekiq), PostgreSQLBig Data: Amazon S3/EMR/Redshift, Hadoop (Hive, Pig, Spark, Azkaban)DevOps: GitHub, TravisCI, Heroku, HipChat, Sentry, PagerDuty, New RelicQA: BrowserStack, JIRA, Selenium","Be part of a successful startup with phenomenal growth opportunitiesCasual, fun, international teamCompetitive compensation package, flexible vacation daysStock optionsCool downtown office with games, beer, wine and moreDrinks, lunches and dinners with the foundersRELOCATIONWe love people who want to move to Europe or want to move to Budapest within Europe. Our open arms policy includes relocation benefits so we pay for your move.ABOUT USBased in San Francisco with a development office in Budapest, Hungary, Secret Sauce Partners enables the world's largest ecommerce companies to provide the best shopping experiences online. Our products are branded and built into ecommerce web sites and are actively used by over 40 million users. We are well funded, fun, dynamic and growing fast. Join us!",0,1,0,Full-time,Associate,Associate Degree,Internet,Engineering,0
16036,"Reporter, Agri Investor","US, NY, New York",,35000-40000,"PEI Media??(#URL_4cffe430b8da4c0d7e6074d11e638d28a1e165c8782b891e111fc17606c3d961#) provides a range of highly respected publications and market leading events to its financial sector audience. The??leading information provider in private capital markets, PEI Media also has a strong international presence, with offices in London, New York and Hong Kong.","Seeking savvy business reporter Are you a news-hungry journalist? Have a passion for finance, a talent for breaking news, networking and developing sophisticated sources?If so, there?€?s an exciting full-time reporter position available with PEI Media, the leading global B2B financial publishing and information group focused exclusively on alternative asset classes.Based in Manhattan, this opening is a rare opportunity for an ambitious individual seeking to advance their career in one of the most dynamic segments??of global??finance.The position is tied to??Agri Investor (#URL_a2fcb2906ec9e228792ec6fd689398146109ba55c512a7a9c45b9224c88c1da0#), a growing online news and intelligence platform covering private markets investment in agriculture and agribusiness.??","The successful candidate should have a bachelor?€?s degree or equivalent and at least three years of??journalism or related writing/reporting experience. A??demonstrable??passion for??business,??finance??and investment is essential, as is the ability to work both independently and as part of a global team.Resilience under pressure ?€? remaining focused in the face of competing priorities to ensure key deadlines are met ?€? is key. The individual??should also be a gifted networker, who is willing and able to travel??and attend industry-related events; engaging constantly with the markets we cover is a core requirement. Fluency in foreign languages and multimedia reporting skills are a plus.","PEI Media??(#URL_4cffe430b8da4c0d7e6074d11e638d28a1e165c8782b891e111fc17606c3d961#) provides a range of highly respected publications and market leading events to its financial sector audience. The??leading information provider in private capital markets, PEI has a strong international presence, with offices in London, New York and Hong Kong.Interested? Then please submit your resume, a cover letter explaining why you?€?re the right fit for the role (including salary requirements. Please note that the salary range for this position is $35,000 - 40,000 per year) and three recent??examples of your work that you would like to share??by??clicking on ""Apply for this job""??below...",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Publishing,Writing/Editing,0
16138,Senior iOS Engineer,"GB, LND, London",,,"nakedhearts is an ambitious and well-funded start up. We are building a global online social network to connect users with the causes they care about, and integrate social good into our daily lives. Because when we get together and make it easy to give (time and money), we will leave the world better than we find it.We are launching in the UK and US in a few months, and we are looking to bring our creative, design and UX team in-house, so now is an exciting time to join our rapidly growing team.Our first product is a mobile app for users to donate time and attention to charities while on-the-go and connect with the beneficiary world. Only 2 minutes to spare? No problem. Have a browse on your smartphone - you can??help a blind person cross the street??on the other side of the world. If you have ten minutes, you can make an enormous difference - did you know that you can??help beat cancer by playing a game?We are excited by the support we have received so far. We are working with brands and media partners ahead of our launch in a few months.??We are creating a talented, experienced, capable engineering team from scratch to build a world-class platform for interacting with charities and social causes. We believe in best-of-breed technology and have high standards for delivery. We are looking for people who, along with the aforementioned experience and talent, are passionate about what we are trying to achieve, and keen to innovate (while having fun!).Please take a look at our open roles below to find out more. If you would like more information about nakedhearts (especially from a developer perspective), check out our Stack Careers site??for the geeky stuff.To speak to a real person, call +44 7719 080631 or e-mail??#EMAIL_b7983b85872294ba2e4a77ba948c5ea02d2b59e521bd926f155209494d9bc591#. Thanks!","nakedhearts is looking for an experienced, talented senior iOS engineer to join a small team of highly skilled engineers in building out, from scratch, a new platform for people and brands to interact with charities and their campaigns in new and interesting ways.As an iOS developer at nakedhearts you are expected to:work independently and deliver high-quality code in a timely manner.deliver beautiful, intuitive, API-driven native iOS apps for our end usersbe proficient with Objective-C and object-oriented programming, including software design, design patterns and automated testingbe prepared to contribute to all stages of the agile software delivery lifecycle, including requirements definition, design, implementation and deployment into the App Storeensure that the architecture and design of the application is up to nakedhearts standards regarding quality, code craftsmanship and documentationparticipate in the activities of an agile software delivery teamThe role reports in to the company CTO.",Requirements for the role:4+ years of experience in iOS developmentSolid understanding of Cocoa/UIKit frameworks and the iOS SDKProficiency in the Xcode tool chain including Interface Builder and Instruments/SharkSolid understanding of iPhone/iPad application development process.Solid understanding of Core Data and Networking TechnologiesPracticed process techniques including AgileSolid experience of object-oriented design and modern programming techniquesDemonstrable algorithm/data structure and problem solving skillsa portfolio of existing applications posted on the iTunes App StoreA passion for technology and innovationAn understanding of Test Driven DevelopmentFluent English (written and spoken) is a must,the right tools for the joba central London location (Covent Garden)Please apply through workable or send us an email on??#EMAIL_b7983b85872294ba2e4a77ba948c5ea02d2b59e521bd926f155209494d9bc591#??You can speak to us in person on??+44 7719 080631,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Philanthropy,Engineering,0
381,Ext JS Developer,"US, NY, New York",,90000-120000,,The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI development and design.ResponsibilitiesHands on prototyping and development of JavaScript user interface using Ext JS MVCCustomizing Ext JS themes and/or CSS for a branded look and feelIntegrating third party libraries to augment those lacking or inefficient in Ext JSConnecting MVC components to backend to retrieve as well as supply changed dataCreating applications and implement techniques for more responsive application in older browsers (IE8)Full cycle UI Development from prototyping to unit testing and maintenance,"Required SkillsBachelor?€?s degree in related field4+ years developing database-driven, RIA in JavaScript and JavaSolid experience with JavaScript UI Development (HTML, AJAX, CSS, JavaScript) a must.Proven experience developing with JavaScript libraries such as Ext JS, jQuery, YUI, DOJO, etc. a must.Experience with REST and JSON a strong plusProficiency with MVC frameworks like Struts or Spring MVC a strong plusExperience in financial services a strong plusAbility to quickly and independently pick up new technologies and frameworks and produce prototypes",Full Benefits and Bonus.,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
17077,Escrow Officer / Title Closer,"US, FL, Tallahassee",,,"Network Closing Services??has been serving Lenders, Real Estate Consumers, and Professionals since 1999. ??We provide courteous professional services, speedy title searches, and timely disbursements. ??Dynamic flexibility is key to our success. ??Your satisfaction, as our client, is important. ??We are here to assist you and ensure a efficient, cohesive transaction. ??Our experienced settlement officers and attorneys will travel anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry. ??Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork.??Network Closing Services??incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services. ??For resume review, email to #EMAIL_bbbab0052922a3a922939af2180ff4d9f034ba04634bd573870818da62a0d151#??or call Office: #PHONE_113b1bd5d3e5e087c3480c458e2ef299fd3a272612224463899e65ab2fe73995# x7141 Cell: #PHONE_c3853c0e034b798989b048d3a55a28d03177bfde5db40af1c435f6fa5a867868#","Looking for a change??? Not happy where you are? ??Then give us a call!!Network Closing Services, Inc., a full service Title Company is seeking Title/Escrow Closers with a book of business. ??We are growing nationwide, come join a winning team!Network Closing Services??has been serving Lenders, Real Estate Consumers, and Professionals since 1999. ??We provide courteous professional services, speedy title searches, and timely disbursements. ??Dynamic flexibility is key to our success. ??Our Client satisfaction is very important. ??We provide experienced settlement officers and attorneys anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry. ??Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork.??Network Closing Services??incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services.Close residential??purchase/sale transactions, in accordance with closing instructions from lender and sellerPrepare and package all documents to ensure recordingsPrepare all closing documents to ensure Title issues are resolved and Title Insurance is issued at closingConduct closing with customer, realtor, lenders, and attorneysCollect and disburse funds in accordance with escrow instructionsPrepare settlement statements including HUD and GFESend HUD's to??appropriate parties and wire transfer informationMaintain and establish new client relationships - MarketWe operate in a paperless environment ?€? Faster ServiceGrowth opportunityEmmanuel Sanchez#PHONE_dc5cff94cbcc4ac18e1234a2e6521946ae7d722bdf66cfc1af3aeca9255aee0d##URL_1bdaa45fd1ec77ea7879abfceafd610ca4fa9b4eb30eb6fa5f39b9ffac8a8c5a#?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? *Seeking candidates in Florida and Nationwide???? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? *Mortgage Loan Closers Not being considered","Are you a top Closer in your market? Are you a go-getter and able to market for new clients? Are you a dedicated customer service oriented Title Professional???If you answered yes to these questions then we want you!Experienced Title Settlement CloserMust have a??current??Realtor, Broker, Lender Book of Business????and ability to marketKnowledge of RamQuest a plusNotary public or be bondable","We provide a fun and rewarding atmosphere, our employees are supported at all levels to achieve a common goal. ??We also have the traditional benefits including:Vacation PaySick PayHoliday Pay401k PlanHealth, Dental, and Vision Insurance",0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
4842,Project Coordinator for Operations,"AE, , Dubai",,,,"Responsible for organizational functions and general meeting support - including arranging, follow up calls, maintaining office space schedules etcProvides support for Communications - ??maintain mailing list, assist with mailings updates etcProvides support for teams travel arrangements and expense tracking etcProvides support to the team in research - new vendor identification, gathering quotes etc.Provides support for excel and PPT based operational reportingProvides support for Human Resources - interview schedule, applicant pool, resume files etcKeeping track of tasks, deliverables and current status of all projects of the team.??","Qualifications Bachelor?€?s degree or equivalent work experience.5 years experienceGood writing skillsFlexibility working in dynamic work environmentNeat, organized, able to work independently and interdependently, welcoming to the publicComputer literate including spreadsheets, word processing, e-mail, web??",Based on the company policy.??,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,,Project Management,0
6274,Head of Human Resources,"US, CA, San Francisco",Human Resources,,,Head of Human Resources??Job opportunity in San Francisco - California - USAJob Description- Job Type: Full-Time Permanent position- Job Role:??Head of Human Resources- Job Location: San Francisco - California** Relocation Assistance will be provided! **,"- Job Experience:??6 - 15 Years- Education:??Bachelor's Degree??- Eligibility:???? *??EAD / Green Card Holders / US Citizens,??currently residing in US only?? * Visa candidates will not be considered-??Major Skill-sets:?? *??6+ yrs??of professional Recruitment experience, preferably??Technical Recruitment?? *??Worked in a Start-up environment?? *??Managed a team of recruiters?? * Familiar with Progressive Recruiting technologies?? * Excellent Communication skills",- Salary:??Competitive Pay Package with exciting Benefits!,0,0,1,Full-time,Director,Bachelor's Degree,Marketing and Advertising,Human Resources,0
2272,Web Designer and Front End Developer,"NZ, N, Auckland",,,"Frustrated with the status quo?Like to re-imagine whats possible?Want to build awesome products?Then do something about it!Teknique is moving into a new phase of company growth - and we're looking for top notch people who want to be involved in something awesome!What we doWe are a visionary business specializing in the design and development of miniaturized wireless video camera systems used in Action Sports, Driver Safety, and Security. Our award winning products are licensed to brand name clients worldwide. ??Learn about us??on??LinkedIn,??Twitter, and??Facebook??and keep up with latest video news and innovation.Our vision is the future, and at Teknique we create it - with sustainable, continually evolving, world-class products. Innovation, insight and ideas are critical to our success; Applicant?€?s will possess these attributes and have a strong desire to create what ?€?the world hasn't seen yet?€?.Our workplaceWe offer a creative team working environment in a modern office in Auckland, New Zealand, with bush views, free snacks and coffee machine, latest Macbook Pro's, office 3D printer, not to mention??lots??of miniature video cameras that you can play with, whether you're into snowboarding, motor racing, dirt bikes, or just want to strap a camera ??to your cat and??find out where he goes every day.","Frustrated with the status quo?Like to re-imagine whats possible?Want to build awesome products?Teknique is moving into a new phase of company growth - and we're looking for top notch people who want to be involved in something awesome!To give you some background, Teknique is a visionary business specializing in the design and development of miniaturized wireless video camera systems used in Action Sports, Driver Safety, and Security. Our Award winning (CES Best in Show, Red Dot Design, ...) products are licensed to brand name clients worldwide.Video content is exploding, by 2017, it is projected that 73% of the worlds IP traffic will be video. ??There is a growing worldwide demand for high quality products and platforms that capture, process, and share video.Come and be part of it!This is what you'll be doing at Teknique...Designing amazing responsive interfaces to visualise, search, process, collaborate, and share video for web and mobile platformsCraft beautiful HTML, CSS, and Javascript to make your designs come to lifeKeeping up to date with the latest in user interface and mobile technologyExperiencing a growing NZ R&amp;D company, building new products that you will be proud of and want to own yourself!Getting to collaborate with a fantastic team of passionate peopleWorking in an Agile development environment","You will...Have a real passion for reaching the end userHave a eye for detail, and a design portfolio that shows off your talents in the web and mobile spaceExperience in wireframing and web and mobile application design and user interactionProven experience in web technologies such as HTML5, REST, CSS and JavascriptExposure to common web development frameworks such as Foundation, Bootstrap, and jQueryBe interested in learning new skillsNot ??be afraid to share ideas or ask for helpEnjoy participating in group discussionsEnjoy getting out there and testing our products!It would be cool if you also had...Experience working in an Agile environment","Well, apart from paying you in the currency you desire (gold, bitcoins, or just cash!) you will be part of an awesome team of innovators, creators, and do-ers that enjoy building new products ??the world hasn't seen yet.We encourage continual upskill and learning through supporting our employees at conferences and training events.And, we offer a creative team working environment in our modern office in Auckland, New Zealand, with bush views, free snacks and coffee machine, latest Macbook Pro's, office 3D printer, not to mention??lots??of miniature video cameras that you can play with, whether you're into snowboarding, motor racing, dirt bikes, or just want to strap a camera ??to your cat and??find out where he goes every day.",0,1,1,Full-time,,,Consumer Electronics,Art/Creative,0
16210,Sr. JavaScript Developer - Entertainment,"AR, , ",,,"WillDom is a top notch IT Outsourcing Business Ecosystem, where each member contributes in creating world class value. With offices in Silicon Valley, Buenos Aires and Bolivia we work with the most demanding clients in the US, Europe and Latin America.","A fast growing privately owned American company is looking for excellent people to add to our team of professionals.??Are you a Front End JavaScript Developer who loves to see their work impacting people immediately? Are you looking to work with an incredible company who is currently changing the face of the industry? Then this is for you!Our client is a television network - a leader in the development, production and strategic distribution of entertainment content. Main goal for the developer is to maintain clients web projects.","Qualifications5+ years previous development experience.Strong Javascript Development experience.Development experience with HTML5 &amp; CSS.Experience with ??CSS / Javascript compilation technologies (SASS).Ability to work with various JavaScript libraries including AngularJS and jQuery.Ability to write high performance UI code;With these attributesAdvanced level of English (written and spoken)Good organizational and excellent problem solving skills;Good communication skills, interpersonal skills and analytical skills.Ability to work independently as well as a key team memberStrong outcome-based work ethic alongside a strong sense of humorAn abiding interest in pursuing a purpose to do well by doing good",,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0
10412,System Engineer (jr),,,,Massive Media??is the social media company behind the successful digital brands??#URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e#??and??#URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform??Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile.,"FunctionThe IT Services-department serves our more than 45 million members, 50 million unique visitors, who generate 120.000 hits per second or more than 6 billion pageviews a month, and 650.000 database-queries per second.  As System Engineer, you will contribute to this success by securing the availability and the efficiency of the entire IT infrastructure and, more specifically, in the management of our more than 1.500 servers. Our infrastructure is based on more than 1.500 high-end Dell PowerEdge servers with more than 10.000 cores and more than 15.000 GB ram operating under Linux (Debian),  MySQL- enterprise databases, Apache &amp; LightTPD application servers, Memcaching, Cisco 7600 routers,?€?  Daily tasks will be:The administration of our more than 1.500 servers;      Analyzing logfiles;     Tuning of webservers;     Updating packages;     Fixing configurations;     Security-updates.Skills and ExperienceYou have an academic degree;    You recently graduated or will graduate shortly;    You have a profound knowledge of Linux, PHP, MySQL, Apache Webserver, BIND, bash, postfix;    You speak fluently English and you have a good knowledge of Dutch and / or French.Personal ProfileYou have outstanding analytical and problem solving skills;    You work in a methodological and structured way, and you pay attention to details;    You respect deadlines, and you are able to set the right priorities;    You are a team player and you enjoy working in various and dynamic teams;    Stress management is an absolute requisite for this job;    You have no ""9 to 5"" mentality.",,,0,1,1,,,,,,0
4099,iOS Developer,"GR, I, Piraeus",,,,iOS developer to join ZuluTrade's Web team and use his/her talents for handling new and old iOS platform projects working side by side with UI designers and web developers.,"Attention to detailed UI design and interactionGood skills in object-oriented design, data structures and problem solvingMinimum 1 Apple app store releaseMinimum 1 year academic/working experience in iOS technologiesGood team player who is self motivated and well organized","High net monthly salary depending on required skillsRemarkable working space at central location of PireusFriendly environment comprising young, enthusiastic, multi-national staffFlexible working hours",0,1,1,,,,,,0
5239,FT & PT Prep/Cook,"US, MO, St. Louis",Dietary,,"Lafayette Habilitation Center creates a unique balance between creating a caring home environment and providing professional services needed for individuals with intellectual and developmental disabilities. Our facilities are designed to give residents the best of both worlds each day, every day. All residents are monitored by medical providers or care-givers who encourage and guide residents in activities which promote healthy social and relational interactions.","Essential Functions1. Tray set-up according to procedure (customized to each resident)2.?? Wrap silverware3.?? Assists the dietary cook in the preparation of meals4.?? Cleans dishes and maintains a clean kitchen workspace5.?? Reporting to work when scheduled, on time, with exceptional personal hygiene6.?? Superior attendance is required7.???? Follow all food safety rules8.???? Follow all Physical Safety rules9.?? Taking part in monthly and yearly training as required by the company10. Treat fellow associates and residents with respect and kindness11. Other duties as assignedCompetencies1.?????? Customer/Client/Resident Focus2.?????? Flexibility3.?????? Time Management4.?????? Communication Proficiency5.?????? Stress Management/ComposureSupervisory ResponsibilityThis position has no supervisory responsibilities.Work EnvironmentThis job operates in a residential setting.?? This role requires regular walking to various locations around the facility.Physical DemandsWhile performing the duties of this job, the employee is regularly required to talk and hear. This position is very active and requires standing, walking, bending, kneeling, and stooping all day. The employee must frequently lift and/or move items over 20 pounds.Position Type and Expected Hours of WorkThis is a part/full time position in a residential care??facility which is open 24 hours a day, 365 days a year.?? Holiday and work during inclement weather will be required.??TravelNo travel is expected for this position","Required Education &amp; Experience1.?????? High School Diploma or equivalentPreferred Education &amp; Experience1.?????? Previous experience as a Dietary AssistantOther Competencies (skills, abilities, behavior)Ability to understand and follow both written and oral instructions.?? Adaptability to perform routine, repetitive tasks within a specific period of time.?? Prioritizes work assignments to be completed within time requirements.Cleanliness in person and habits, initiative, dependable, ability to work efficiently and harmoniously with others.?? Must demonstrate a positive and caring attitude toward residents and staff.?? Must remain flexible and adaptable in order to meet department needs.Background Check and Drug ScreeningIt is the policy of Lafayette Habilitation Center to provide and ensure a safe and secure environment for all members of the facility and its property. As part of this mandate, background checks and drug screening will be required of prospective employees who may or may not have already received a bona fide offer of employment. ",Direct depositOn site in-service training to develop knowledge and skills401(k) eligibilityPhenomenal health insurance with affordable premiumsCompetitive wage,0,1,1,Other,Entry level,High School or equivalent,Nonprofit Organization Management,Customer Service,0
17755,Payroll Administrative Assistant,"US, KY, ",,48000-65000,"DRS Technologies is a leading supplier of integrated products, services and support to military forces, intelligence agencies and prime contractors worldwide. Focused on defense technology, the Company develops, manufactures and supports a broad range of systems for mission critical and military sustainment requirements, as well as homeland security. DRS?€?s broad range of mission critical systems and sustainment solutions uniquely position the Company to support the ongoing superiority of the military?€?s Current Force, as well as the modernization and emerging transformation initiatives of the Future Force. Our sustainment products, such as environmental control systems, power generators, water and fuel distribution systems, chemical/biological decontamination systems and heavy equipment transport systems, are used to support military forces, humanitarian efforts and peacekeeping. We also provide security and asset protection systems and services, telecommunication and information technology services, training and logistics support services for all branches of the U.S. armed forces and certain international militaries, homeland security forces, and select government and intelligence agencies.","DRS Technologies is a leading supplier of integrated products, services and support to military forces, intelligence agencies and prime contractors worldwide. Focused on defense technology, the Company develops, manufactures and supports a broad range of systems for mission critical and military sustainment requirements, as well as homeland security.??Candidate wanted for a Full-time Assistant Payroll Administrator position.??Main responsibilities includeProcessing weekly payrollComplete daily and weekly time inputsProcess lay-off checksSet up new hires and new unionsAssist with reportingBalance payroll and union reports to the general ledger and other tasks as assigned by the Payroll Manager.??","1-3 years of professional office experience (HR and Payroll experience preferred)Proficiency with MS Office Suite (Word, Excel, and PowerPoint)Working knowledge of California and Federal laws and practicesAbility to handle confidential information with appropriate skillExcellent written and verbal communication skillsStrong organizational skills and attention to detail","Benefits include:??Health, Dental, Life and AD&amp;D Insurance, Employee Wellness and 401k #URL_c801649eeb4007728c8f41b2d6629d92c2295ff77e1f2d401d7696ce3569db63# Time Off and Holidays with Generous Company Discounts.",0,0,0,Full-time,Entry level,High School or equivalent,Defense & Space,Administrative,1
1050,Legal Recruiter,"US, NY, New York ",,,,"Special Counsel, the nation's largest full-service provider of legal staffing and recruiting services, is seeking an Attorney Search Director for its New York office. The Attorney Search Director position will work with Hiring Partners, General Counsel and other law firm and corporate legal department management to secure job orders and to recruit for and fill direct hire attorney positions. Prior legal staffing industry experience is preferred. However, attorneys with a strong desire to leave the practice of law and that are open to a new environment can be very successful in our industry. This position hosts an extensive telephone recruiting and deal making culture. We offer a competitive compensation package, medical and dental insurance, and 401(k) plan. This is a great opportunity to join a winning team!",,,0,0,1,,,,,,0
10471,Overnight Caregiver for 2 Cool Men with Disabilities,"US, OR, Portland",,,"United Cerebral Palsy of Oregon &amp; SW Washington (UCP) supports adults with all kinds of developmental disabilities (not just cerebral palsy), so that they can live the life of their dreams.We're growing, so you will see lots of exciting job openings in the next few months!WHY WORK FOR UCP?As an employee of UCP, you'll be proud of the work you do, every day! Our employees assist the people we support to live independently in their own homes and apartments, find and keep their dream jobs, make community connections, serve as their own advocates, and make their own choices.??You'll get the chance to work for one of the 100 Best Non-Profit Employers in Oregon. We're??fun and flexible, and there's plenty of room for advancement and growth.","Are you looking for overnight work and the chance to make a real difference? Then United Cerebral Palsy (UCP) might have the perfect job for you!We are growing, and we are currently seeking a Part-Time Personal Assistant who will provide in-home support to two cool, interesting and independent men who experience disabilities, assisting them to live in their own homes and pursue the life of their dreams.??This is a great job for students, because you?€?ll get to make a big difference, and will be paid to sleep.THE CLIENTS:You will spend one night a week supporting a hip young man who lives in his own apartment near NW 23rd. He is independent and active, and is interested in screenwriting, creating comic books, going out for coffee, playing video games, and hanging out at Powell?€?s. He needs your assistance to prepare medications and meals, do household chores, bathe, and get dressed. You can also assist by providing some life coaching, assisting him to deal with his anxiety.You will spend one night a week supporting a different man who lives in in the Lents neighborhood of SE Portland. He is a gregarious and funny guy, and has many interests, including action movies, video games, and visiting neighborhood restaurants and bars. He?€?s hearing impaired, but is great at reading body language and gestures. He needs your assistance to prepare medications and meals, do household chores, bathe, and get dressed.??HOURS (26 per week):Saturday overnights (from 7pm until 8am on Sunday).Sunday overnights (from 8pm until 9am on Monday).Any agency holidays that fall on your regular work days.????TO APPLY:Send a resume and cover letter via this webpage.No calls, please.UCP is an equal opportunity employer, and actively seeks applicants from diverse backgrounds.??ABOUT UCP:United Cerebral Palsy of Oregon &amp; SW Washington (UCP) was recently ranked as one of the 100 Best Non-Profit Employers in Oregon.We support adults with all kinds of developmental disabilities, so that they can live, work and play independently.Find out more about us at: #URL_2b35257099321dacb52af707d4a6bdf5dd187d81d6bfd24398f0e5b68a6727a7#.????","High school diploma or GED.At least 18 years old.Must pass a physical with a lifting test of 75lbs, drug screen, reference check, and criminal history background check.Experience in developmental disabilities and/or mental health preferred, but not required.","$9.47/hour, 5% increase to $9.95/hour after successful 90-day Trial Service Period.Prorated medical, alternative, and vision benefits for employee, spouse/domestic partner, and children.Generous paid time off.Holiday pay (double pay for the first 10 hours of any holiday shift).401k plan with up to 3% company match.On-going, and fully paid training.",0,1,1,Part-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0
